decimalLatitude,decimalLongitude,eventDate,scientificName,taxonConceptID,recordID,dataResourceName,occurrenceStatus,date,excluded_notes,geometry,state
-42.756976,146.999584,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,5c4e02f2-61a2-4e1a-bc43-1db00ef9a275,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.756774,147.154126,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,60b43514-c6d6-46b9-b52b-a68e8660f7fc,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.756389,147.158879,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7644dbc1-4c04-4bcf-825b-73a779cbd300,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.755201,146.984492,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,36534475-0814-4741-9339-dd3282cf7e64,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753995,146.993658,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c98b75e2-ee54-4250-9e41-fb489de53432,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753909,147.688133,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,64363145-a063-4d26-a886-85533b7336b8,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753909,147.688133,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c413f497-3a72-4404-94fa-a00c278dc15c,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753909,147.688133,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,b6d29c52-4f8e-4652-927f-e26bcd2124e0,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753909,147.688133,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f74eb9fa-8c7e-4b07-bfe1-9d4bf58a05c4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753546,147.163503,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,73972b44-f841-47ee-bad8-9f43f8a492db,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.753378,146.57245,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9c2a1b0e-e637-4730-a599-85592227587b,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.752657,147.148079,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,0fdd1e99-55b1-470e-913b-50cbf61908f3,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.750987,147.150959,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,b34e2060-ae8f-4f6b-986c-68725e3b8c8d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,1d806e23-0dc1-4c29-b401-78af11f68e56,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,5a2205d1-3fa9-48f6-bcc7-ed3a1680ed31,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,bc7a5574-824c-4319-8834-fd32ae0a9ea9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,68c93ab9-39d3-4e78-a191-99da550d2376,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,4052f7bd-3578-4f53-ba55-4db26fb40fff,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,98f1cb1b-579a-4d52-81b8-29b987dfff42,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,ddf5f0c6-1506-42e6-8e3e-cd079530c163,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,a869e26a-4e01-4d14-987b-f7ac6f2d8a67,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.75015,147.78279,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,4e2a4003-f5b8-4635-87fa-6819b88d4fe1,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.748122,147.176832,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,660d4b1f-b4ab-40ef-bc83-91a9a3c4bfc1,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.74734,146.986779,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,a9a04a40-4f2a-4862-8970-091e3e52b6fe,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.74734,146.986779,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,cf271668-5a25-4bd0-9a11-8346978551a9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745787,147.215386,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,2a14bf2b-e861-482a-a058-382e80540652,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745694,147.180393,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9c3b425a-019d-418f-84c9-fb12e399c2e6,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,b090798a-1a10-4459-9a07-8df888f2b569,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,d84a2e4a-a400-4bac-95c8-70749dd9502c,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,80ab7d00-68be-44bc-92d2-040205ca889f,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,4e4f5c51-45f1-4a1b-8767-d139e00f3433,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,73da3a11-c6f8-4b48-bd37-dbf3c943cf8c,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,648d2a66-dcc2-4fb7-a9b8-4020e668cf94,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,af73c95f-4826-4ce1-a7bd-dcce3f6aca38,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,99546f87-bb23-49e1-9875-36daae08c618,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,aef56b09-2038-4c03-8281-f9ae33733e08,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.745217,147.71064,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,52f85515-4591-4657-aefe-340660793186,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.744597,147.18502,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,69cf5d8d-c9c2-4b82-9588-e3f28f8d6aab,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.743743,147.189709,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e88a89e1-240f-4fa1-8e1f-9ae69742ab9a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.743451,147.192091,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f4ebd073-0971-41a4-a89c-8a08bf75c58b,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.742305,146.98441,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,da4f0aba-53e6-4535-bf5f-ee336dc21ff8,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.741591,147.194724,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,2f325b9c-a9c5-44c8-bc44-e1b1a3e61ae0,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.741157,147.195786,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,0a8f53a8-9125-4f7d-8671-c11624170fba,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.740699,147.20061,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,660082dd-3846-4fe6-bd04-f82065510589,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.738578,147.531525,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,d6a6a230-ee54-4367-a1bb-b61386ad693d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.737883,146.978413,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,ed42b670-15ba-4a88-bff4-6002546868c4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.736935,147.530522,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,fb2adeff-bc3b-438f-a8c9-01d1db53eaea,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.73652,147.733142,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9a543a88-5d89-46d2-8663-1d82ddf38745,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.73652,147.733142,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,a199d42a-638a-4ef7-9677-0f9c50d6a6dc,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.73652,147.733142,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,516cffa2-957d-48da-b963-4573260d49ba,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.73652,147.733142,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,fdb2ab56-5a1a-4525-9b37-9341d18d5a3c,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.736453,146.955776,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,978fa7ac-6eb1-41a8-9138-5b0c2e476b64,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.736296,147.767345,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7d1e7f30-5795-412b-b601-89b98b70808a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.736296,147.767345,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c9a30bb7-f532-4e94-bfad-267b26899afd,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.735303,146.961604,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,0ae498f2-f880-4320-96d9-4912ef6b3d2a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.735069,146.962777,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c75ce7ec-09f1-44c6-8a34-109768a749c3,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.734918,147.233698,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,be0e5e45-9ac8-4a58-a00f-37ce6ee9a605,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.734714,146.95332199999999,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f7946021-5c80-486b-86e0-1563dcd97014,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.734714,146.95332199999999,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,384e47bc-ac94-47fb-8448-a40b47c14f5f,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.731573,146.956781,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,93cdd0c7-7c9f-4c07-a8ae-a2f89fab1b91,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.730067,147.236318,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7d81e250-73fd-499e-8db3-6831146a8d50,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.726013,147.522428,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,38dadc10-bb3a-4bf7-88f7-b40d877ddd5a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.725808,147.23629,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,cc943596-ca4d-4e2b-b401-486f010a3ee3,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.723158,147.237037,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,477956bb-49a6-4e36-b363-4b2653042a51,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.721623,146.334502,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,25655d08-786b-4606-9eb8-f2cfe3cf6c47,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.720944,146.897431,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f2ff225c-2ab7-4775-82b3-1fc08200a829,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.720608,146.314971,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,40354c3a-0ae6-45f4-95c8-4e70ded51aa4,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.720518,147.237808,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,368aa01e-ffa3-4958-85a4-44d5637ff90b,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.719551,147.304257,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,28b99855-85b7-45c5-bd45-97d7715b1ae1,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.719551,147.304257,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,3283cd81-eb94-4824-994a-432a3dca6f50,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.716862,147.299359,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,4d3af1c2-2663-4e34-87a3-bf3fc9720b82,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.716862,147.299359,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c7f195b9-b6e3-4ee7-8b2a-bf2938066cf9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.714641,147.240619,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7af06b76-79ed-4aaa-b364-808c724f541e,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.714081,147.514268,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,cf9ff61f-bfa8-4d18-b8df-3cc5e7738a28,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.714081,147.514268,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9b59cdd3-4224-4a98-b665-1a1a6b006c12,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.714025,146.946205,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,6401efd5-2010-4e4a-8311-8af19e0575b9,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.712265,147.244261,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,f867b46d-2fbe-4c5c-93bc-096ed8409e3a,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.706449,147.247413,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,3d97ddb9-9bde-42a8-8336-aff2385fac15,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.702963,147.517387,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,7eca7e86-c27b-442d-a41e-50ebddcbf3fe,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.700073,146.891067,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,e8bb5abc-2055-47bb-a569-f0d6817bbebc,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.699382,147.524769,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c731d3f9-58a9-4d8c-ae59-ff1f8c4b1fda,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.697886,146.927893,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,ba73e49c-04a3-4492-8059-a59845162c6f,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.693203,147.289296,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,2aacbffb-ff5b-43cb-935b-9369faa33098,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.692832,146.940156,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,c0f32553-68a0-408e-a935-45609945eca8,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
-42.692391,147.527139,NA,Oryctolagus cuniculus cuniculus,https://biodiversity.org.au/afd/taxa/a9a44f03-07d0-4ffa-8bbb-eb92c8768141,9c63af7a-42df-4a50-b08e-73d6e7c4925d,Tasmanian Natural Values Atlas,PRESENT,2023-10-16,These data points have a missing eventDate value.,"c(NA, NA)",NA
